HINQ302_Migration_Data_assessment_2.1
HINQ302_Migration_Data_assessment_2.1,,,,,,,,,,,,,,,,,
unique_identifier,city_origin,ship_name,travel_class,first_name,second_name,age_years,date_disembarked,day_disembarked,month_disembarked,year_disembarked,gender-type,race_group,occupation_type,destination_city,deck_number,,comment_data_and_sources
487,liverpool,mauretania,second,nu'maan,al-sabir,6,17/04/1912,17,4,1912,male,black,mason,new york,5,,
488,southampton,titanic,first,karlena,merritt,61,17/04/1912,17,4,1912,female,hispanic,blacksmith,new york,4,,
489,liverpool,adriatic,first,darias,abrams,no data,18/04/1912,18,4,1912,male,hispanic,mason,new york,2,,
490,liverpool,lusitania,third,yoshi,thang,66,16/04/1912,16,4,1912,male,hispanic,baker,new york,2,,
491,liverpool,lusitania,first,colton,cardoza,10,18/04/1912,18,4,1912,female,asian,baker,new york,3,,
492,liverpool,adriatic,third,kevin,davis,83,19/04/1912,19,4,1912,male,asian,shoemaker,cherbourg,1,,
493,liverpool,mauretania,second,neelish,carter,49,17/04/1912,17,4,1912,female,asian,shoemaker,new york,4,,
494,liverpool,adriatic,second,jason,kim,74,18/04/1912,18,4,1912,female,hispanic,miner,new york,5,,
495,liverpool,aquitania,first,jeremiah,taylor,8,15/04/1912,15,4,1912,female,black,farmer,new york,4,,
496,southampton,olympic,second,maisara,al-attar,3,19/04/1912,19,4,1912,male,hispanic,baker,cherbourg,5,,
497,liverpool,carpathia,third,sang kyun,do,5,15/04/1912,15,4,1912,male,other,miner,new york,1,,
498,liverpool,mauretania,third,crue,sanchez,45,20/04/1912,20,4,1912,female,white,tailor,cherbourg,3,,
499,southampton,olympic,first,nicholas,alba,80,18/04/1912,18,4,1912,female,other,merchant,new york,2,,
500,liverpool,lusitania,second,aneesa,el-jamal,79,18/04/1912,18,4,1912,male,white,blacksmith,cherbourg,2,,
501,liverpool,aquitania,first,matthew,patil,82,19/04/1912,19,4,1912,female,white,shoemaker,new york,3,,
502,liverpool,carpathia,first,tiana,valdes,13,16/04/1912,16,4,1912,male,hispanic,blacksmith,cherbourg,5,,
503,liverpool,adriatic,first,hikma,al-aydin,1,18/04/1912,18,4,1912,female,black,miner,new york,3,,
504,liverpool,aquitania,second,miriam aileen,tanimoto,5,15/04/1912,15,4,1912,male,other,none,new york,5,,
505,liverpool,carpathia,second,isaiah,hancock,25,16/04/1912,16,4,1912,male,white,tailor,new york,2,,
506,liverpool,mauretania,third,emilee,rocha,0,18/04/1912,18,4,1912,female,other,weaver,new york,1,,
507,liverpool,mauretania,first,juhaina,al-demian,75,18/04/1912,18,4,1912,male,asian,none,new york,5,,
508,liverpool,celtic,second,brandon,froning,4,18/04/1912,18,4,1912,male,asian,shoemaker,new york,4,,
509,liverpool,baltic,third,luke,woken weidlich,3,18/04/1912,18,4,1912,female,other,farmer,new york,1,,
510,liverpool,carpathia,third,padideh,parker,7,17/04/1912,17,4,1912,female,asian,farmer,new york,2,,
511,liverpool,lusitania,third,shafinity,pugh,3,15/04/1912,15,4,1912,male,asian,none,new york,5,,
512,liverpool,mauretania,third,zhening,rayos,5,17/04/1912,17,4,1912,female,asian,shoemaker,new york,1,,
513,liverpool,celtic,second,ashley,weir,5,16/04/1912,16,4,1912,male,black,weaver,new york,4,,
514,liverpool,celtic,second,ahmad,webster,65,15/04/1912,15,4,1912,female,asian,shoemaker,new york,5,,
515,liverpool,lusitania,second,muntasir,el-aslam,5,18/04/1912,18,4,1912,male,asian,none,new york,5,,
516,southampton,britannic,third,dimario,thomas,85,15/04/1912,15,4,1912,female,asian,baker,new york,3,,
517,southampton,britannic,third,timothy,ellerman,79,20/04/1912,20,4,1912,female,other,weaver,new york,2,,
518,liverpool,celtic,first,charleen,garman,22,15/04/1912,15,4,1912,female,white,baker,new york,3,,
519,liverpool,carpathia,third,issac,roberts,7,17/04/1912,17,4,1912,female,hispanic,none,new york,2,,
520,liverpool,celtic,third,kendra,hoffman,24,20/04/1912,20,4,1912,female,black,shoemaker,new york,4,,
521,liverpool,aquitania,first,aaron,molina,29,17/04/1912,17,4,1912,male,hispanic,miner,new york,2,,
522,liverpool,adriatic,second,noah,khatter,19,15/04/1912,15,4,1912,female,asian,carpenter,new york,5,,"The entry nineteen-one as an 'age' variable is ambiguous. It could be nineteen years and one month but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
523,liverpool,baltic,first,jacob,merrill,33,16/04/1912,16,4,1912,male,white,none,new york,5,,
524,southampton,britannic,third,murshid,el-basha,49,18/04/1912,18,4,1912,male,hispanic,carpenter,new york,2,,
525,liverpool,baltic,third,dalia,contreras,4,18/04/1912,18,4,1912,male,other,weaver,new york,4,,
526,liverpool,celtic,second,jun raziel,chang,2,20/04/1912,20,4,1912,female,white,weaver,new york,5,,
527,liverpool,celtic,first,saaya,qureshi,3,20/04/1912,20,4,1912,female,hispanic,tailor,new york,1,,
528,southampton,olympic,third,aylissa,abrams,8,16/04/1912,16,4,1912,female,white,mason,new york,1,,
529,liverpool,celtic,third,gilbert,gonzales,60,19/04/1912,19,4,1912,female,black,farmer,new york,4,,
530,liverpool,celtic,third,angelique,johnson,2,19/04/1912,19,4,1912,female,other,shoemaker,new york,4,,
531,southampton,titanic,first,alana,goode,1,15/04/1912,15,4,1912,female,asian,none,new york,2,,
532,liverpool,lusitania,second,shannon,archuleta,99,18/04/1912,18,4,1912,male,hispanic,merchant,new york,2,,
533,liverpool,mauretania,second,shirley,mack,56,15/04/1912,15,4,1912,female,other,farmer,new york,2,,
534,liverpool,aquitania,second,dmitri,roberts,98,16/04/1912,16,4,1912,female,other,blacksmith,new york,1,,
535,southampton,titanic,first,sadyan,gardner,25,19/04/1912,19,4,1912,female,other,blacksmith,cherbourg,1,,
536,liverpool,adriatic,third,karen,phou,52,16/04/1912,16,4,1912,female,black,baker,new york,4,,
537,liverpool,lusitania,first,charles,montano,90,19/04/1912,19,4,1912,female,asian,merchant,new york,3,,
538,liverpool,carpathia,third,dulguun,lu,27,19/04/1912,19,4,1912,male,other,none,new york,2,,
539,liverpool,baltic,second,kori,dickey-banmally,1,16/04/1912,16,4,1912,male,hispanic,weaver,new york,2,,
540,southampton,titanic,first,marcus,dixon,95,16/04/1912,16,4,1912,male,hispanic,blacksmith,new york,1,,
541,liverpool,carpathia,third,izzat,al-toure,4,18/04/1912,18,4,1912,male,white,mason,new york,2,,
542,liverpool,celtic,third,blake,maltby,96,17/04/1912,17,4,1912,female,asian,blacksmith,new york,2,,
543,liverpool,baltic,third,brett,day,26,19/04/1912,19,4,1912,male,black,farmer,new york,3,,
544,liverpool,mauretania,first,shannon,sa,57,18/04/1912,18,4,1912,female,asian,tailor,new york,2,,
545,southampton,britannic,third,taylor,faas,55,19/04/1912,19,4,1912,male,other,merchant,new york,1,,
546,liverpool,aquitania,first,flor,gonzalez,44,15/04/1912,15,4,1912,female,white,weaver,new york,2,,
547,liverpool,aquitania,second,jesus,maestas,0,18/04/1912,18,4,1912,female,hispanic,blacksmith,new york,1,,
548,liverpool,adriatic,third,jameela,combs,37,19/04/1912,19,4,1912,male,other,baker,new york,5,,
549,liverpool,carpathia,second,nadheera,el-hussein,78,20/04/1912,20,4,1912,male,asian,mason,new york,2,,
550,liverpool,mauretania,first,chance,warner,2,15/04/1912,15,4,1912,female,black,none,new york,4,,
551,southampton,titanic,second,michelle,mclean,24,19/04/1912,19,4,1912,male,other,blacksmith,new york,2,,
552,southampton,britannic,third,shaamikh,al-ebrahim,1,19/04/1912,19,4,1912,female,hispanic,farmer,new york,5,,
553,liverpool,aquitania,second,starla,gardner,61,20/04/1912,20,4,1912,male,hispanic,tailor,new york,2,,
554,liverpool,lusitania,third,michael,park,82,20/04/1912,20,4,1912,male,white,miner,new york,3,,
555,liverpool,celtic,third,aylin,louaillier,55,19/04/1912,19,4,1912,female,asian,merchant,new york,4,,
556,liverpool,adriatic,second,jacqueline,flores,58,16/04/1912,16,4,1912,male,other,blacksmith,new york,5,,
557,liverpool,celtic,first,dylan,bacon-maldonado,83,19/04/1912,19,4,1912,female,asian,mason,new york,4,,
558,liverpool,lusitania,third,nancy,cha,87,19/04/1912,19,4,1912,female,hispanic,miner,new york,2,,
559,liverpool,adriatic,first,lauryn,smith,19,20/04/1912,20,4,1912,female,white,none,new york,5,,"The entry nineteen-one as an 'age' variable is ambiguous. It could be nineteen years and one month but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
560,liverpool,adriatic,second,faraah,al-badie,84,17/04/1912,17,4,1912,female,black,tailor,cherbourg,2,,
561,liverpool,adriatic,second,nicholas,rasmussen,15,16/04/1912,16,4,1912,female,hispanic,tailor,new york,1,,
562,liverpool,baltic,third,ikram,al-ameen,41,17/04/1912,17,4,1912,female,other,carpenter,new york,1,,
563,liverpool,baltic,first,javeonte,galassini,30,19/04/1912,19,4,1912,male,other,merchant,new york,4,,
564,liverpool,adriatic,third,alfredo,sanchez,14,15/04/1912,15,4,1912,male,asian,miner,new york,3,,
565,liverpool,adriatic,first,maleeha,al-majid,76,15/04/1912,15,4,1912,female,asian,blacksmith,new york,3,,
566,liverpool,adriatic,third,aurora,ellis,16,15/04/1912,15,4,1912,female,hispanic,none,new york,2,,
567,liverpool,mauretania,third,hannah,conary,99,17/04/1912,17,4,1912,male,white,tailor,new york,2,,
568,liverpool,mauretania,third,derrick,marquez,19,20/04/1912,20,4,1912,female,white,weaver,cherbourg,3,,"The entry nineteen-zero as an 'age' variable is ambiguous. It could be nineteen years and no months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
569,liverpool,mauretania,second,keisha,yates,36,20/04/1912,20,4,1912,female,other,blacksmith,new york,2,,
570,liverpool,aquitania,second,jafar,el-azad,40,15/04/1912,15,4,1912,female,hispanic,baker,new york,4,,
571,liverpool,mauretania,third,saeed,al-aydin,15,15/04/1912,15,4,1912,female,white,tailor,new york,4,,
572,liverpool,celtic,third,yu shen,belzer,8,15/04/1912,15,4,1912,male,other,none,new york,5,,
573,liverpool,celtic,first,frances,martinez,42,17/04/1912,17,4,1912,male,black,none,new york,3,,
574,liverpool,carpathia,first,maria,berdiales,61,19/04/1912,19,4,1912,female,hispanic,shoemaker,new york,5,,
575,southampton,titanic,second,jeslyn,roth,4,18/04/1912,18,4,1912,male,other,merchant,new york,2,,
576,liverpool,baltic,third,ian,xiong,no data,17/04/1912,17,4,1912,female,asian,merchant,new york,3,,
577,southampton,britannic,third,lauren,gullette,8,16/04/1912,16,4,1912,female,black,blacksmith,new york,4,,
578,liverpool,mauretania,second,naathan,rogers,6,20/04/1912,20,4,1912,male,other,tailor,new york,3,,
579,liverpool,lusitania,third,sharayah,ruiz-hernandez,42,17/04/1912,17,4,1912,male,asian,carpenter,new york,1,,
580,liverpool,mauretania,third,riley,baker,5,20/04/1912,20,4,1912,male,other,baker,new york,5,,
581,liverpool,mauretania,first,ivonne,rodriguez,96,18/04/1912,18,4,1912,female,black,carpenter,new york,3,,
582,liverpool,baltic,third,numair,al-semaan,3,19/04/1912,19,4,1912,male,black,carpenter,new york,3,,
583,southampton,titanic,second,toni,taibl,85,18/04/1912,18,4,1912,female,black,miner,new york,3,,
584,liverpool,adriatic,second,angela,marquez,8,20/04/1912,20,4,1912,male,black,carpenter,new york,5,,
585,liverpool,aquitania,first,stormie,salisbury,12,19/04/1912,19,4,1912,male,asian,farmer,new york,2,,
586,liverpool,mauretania,third,sakeena,al-hares,7,15/04/1912,15,4,1912,female,black,weaver,new york,4,,
587,liverpool,adriatic,third,lindsey,rabat,11,19/04/1912,19,4,1912,female,black,merchant,cherbourg,4,,
588,liverpool,celtic,first,kendyl,yamamoto,1,15/04/1912,15,4,1912,male,black,carpenter,new york,5,,
589,liverpool,celtic,third,hanbin,le,93,16/04/1912,16,4,1912,female,asian,tailor,new york,4,,
590,liverpool,carpathia,second,serena,vang,8,18/04/1912,18,4,1912,male,white,mason,new york,5,,
591,liverpool,mauretania,second,vanna,alyazidi,48,19/04/1912,19,4,1912,female,black,carpenter,new york,4,,
592,southampton,titanic,second,jameel,al-sesay,27,15/04/1912,15,4,1912,female,white,merchant,new york,3,,
593,liverpool,celtic,first,seunghoo,nguyen,90,17/04/1912,17,4,1912,male,other,farmer,new york,2,,
594,liverpool,aquitania,third,erick,calderon,75,16/04/1912,16,4,1912,male,hispanic,weaver,new york,5,,
595,liverpool,baltic,first,devann,castaneda,no data,15/04/1912,15,4,1912,female,white,mason,new york,5,,
596,liverpool,celtic,first,katherine,norton,56,20/04/1912,20,4,1912,male,white,miner,new york,4,,
597,southampton,titanic,first,dallas,ruelas,65,20/04/1912,20,4,1912,male,white,weaver,new york,3,,
598,liverpool,adriatic,first,ashli,hrnjic,13,20/04/1912,20,4,1912,male,asian,weaver,new york,2,,
599,liverpool,mauretania,first,amirah,mathys,100,19/04/1912,19,4,1912,female,asian,shoemaker,new york,1,,
600,southampton,britannic,second,jonathan,beechley,7,15/04/1912,15,4,1912,male,other,tailor,new york,1,,
601,liverpool,adriatic,third,jaymie,baca,6,16/04/1912,16,4,1912,female,asian,shoemaker,new york,1,,
602,southampton,britannic,first,sabreanna,schaffer,19,17/04/1912,17,4,1912,female,other,farmer,new york,1,,
603,liverpool,baltic,second,joshua,torrez,8,17/04/1912,17,4,1912,female,asian,shoemaker,cherbourg,4,,
604,southampton,britannic,second,mumina,el-ismael,17,16/04/1912,16,4,1912,female,asian,miner,new york,2,,
605,southampton,olympic,first,sameeha,al-tabet,6,20/04/1912,20,4,1912,female,black,miner,new york,3,,
606,liverpool,lusitania,first,tulaiha,el-saidi,2,17/04/1912,17,4,1912,male,hispanic,baker,new york,1,,
607,liverpool,adriatic,third,margaret,vanderpool,41,17/04/1912,17,4,1912,female,hispanic,none,new york,4,,
608,liverpool,celtic,first,maaiz,el-rehmann,3,17/04/1912,17,4,1912,female,black,tailor,new york,3,,
609,southampton,britannic,first,analise,gallegos,62,18/04/1912,18,4,1912,male,hispanic,none,new york,2,,
610,southampton,britannic,third,yordanos,kemp,1,20/04/1912,20,4,1912,female,hispanic,carpenter,new york,2,,
611,liverpool,mauretania,first,jasmine,peiffer,no data,20/04/1912,20,4,1912,male,white,none,new york,1,,
612,liverpool,celtic,first,marissa,arrance,36,15/04/1912,15,4,1912,female,other,mason,new york,5,,
613,liverpool,adriatic,third,sky,parmiter,46,15/04/1912,15,4,1912,female,hispanic,none,new york,3,,
614,liverpool,aquitania,second,dinnicka,luce,no data,17/04/1912,17,4,1912,female,asian,mason,new york,1,,
615,liverpool,baltic,second,jozlynn,mendoza,12,20/04/1912,20,4,1912,male,hispanic,shoemaker,new york,4,,
616,liverpool,aquitania,second,jacob,ma,99,17/04/1912,17,4,1912,male,hispanic,baker,new york,2,,
617,liverpool,celtic,third,maliek,mcgrew,3,19/04/1912,19,4,1912,male,asian,shoemaker,new york,1,,
618,southampton,britannic,third,nooriyya,al-rehmann,6,17/04/1912,17,4,1912,female,white,none,new york,4,,
619,liverpool,carpathia,first,haakima,el-harroun,19,19/04/1912,19,4,1912,male,black,none,new york,2,,
620,liverpool,baltic,third,andrew,mills,2,17/04/1912,17,4,1912,female,hispanic,baker,new york,4,,
621,liverpool,carpathia,second,isabella,shrestha,94,18/04/1912,18,4,1912,female,white,mason,new york,3,,
622,southampton,titanic,third,kevin,lao,36,20/04/1912,20,4,1912,female,other,carpenter,new york,1,,
623,liverpool,celtic,first,holly,apodaca-anaya,50,15/04/1912,15,4,1912,female,white,weaver,new york,5,,
624,southampton,titanic,first,hanoona,al-safi,70,18/04/1912,18,4,1912,female,black,shoemaker,new york,4,,
625,southampton,olympic,second,shameion,johnson,61,15/04/1912,15,4,1912,female,asian,blacksmith,new york,3,,
626,liverpool,baltic,second,amanda,lucero,59,20/04/1912,20,4,1912,male,black,blacksmith,new york,3,,
627,liverpool,carpathia,second,audrey,ochoa,81,17/04/1912,17,4,1912,female,black,merchant,new york,2,,
628,liverpool,aquitania,second,devin,martin,93,20/04/1912,20,4,1912,female,black,farmer,new york,1,,
629,liverpool,aquitania,second,alexis,halaseh,2,19/04/1912,19,4,1912,female,white,weaver,new york,5,,
630,liverpool,aquitania,second,jennifer,doura,54,19/04/1912,19,4,1912,male,white,mason,new york,2,,
631,liverpool,carpathia,first,meeka,wing,46,20/04/1912,20,4,1912,male,asian,baker,new york,4,,
632,southampton,titanic,third,estrellita,espinoza,19,20/04/1912,20,4,1912,female,other,farmer,new york,4,,"The entry nineteen-three as an 'age' variable is ambiguous. It could be nineteen years and three months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
633,southampton,britannic,first,asre,hughes,63,16/04/1912,16,4,1912,female,white,mason,new york,5,,
634,liverpool,mauretania,third,christopher,hines,33,16/04/1912,16,4,1912,female,black,shoemaker,new york,3,,
635,southampton,olympic,third,davien,tran,31,19/04/1912,19,4,1912,male,black,mason,new york,3,,
636,southampton,britannic,third,alyssa,herman,74,20/04/1912,20,4,1912,female,other,none,new york,3,,
637,southampton,britannic,second,oscar,kim,72,17/04/1912,17,4,1912,male,hispanic,miner,new york,4,,
638,liverpool,baltic,second,adesuwa,ned,5,17/04/1912,17,4,1912,male,asian,tailor,new york,4,,
639,southampton,titanic,first,mckenna,murray,91,19/04/1912,19,4,1912,female,black,blacksmith,new york,4,,
640,southampton,olympic,second,nawfal,al-yasin,37,15/04/1912,15,4,1912,male,white,none,new york,1,,
641,liverpool,aquitania,first,camron,paschal,6,16/04/1912,16,4,1912,female,asian,none,new york,3,,
642,liverpool,carpathia,third,cassidy,mullins,53,19/04/1912,19,4,1912,male,black,baker,new york,2,,
643,southampton,britannic,third,claire,gulczynski,19,19/04/1912,19,4,1912,female,white,blacksmith,new york,5,,"The entry nineteen-four as an 'age' variable is ambiguous. It could be nineteen years and four months but this would need to be confirmed from the source, if possible. For the current purpose of this dataset it will be entered as 19."
644,liverpool,mauretania,first,masroora,el-bagheri,46,16/04/1912,16,4,1912,male,other,none,new york,1,,
645,liverpool,celtic,second,jeremy,virmani,52,20/04/1912,20,4,1912,male,white,mason,new york,4,,
646,liverpool,carpathia,second,trenton,glaspy,4,19/04/1912,19,4,1912,male,other,baker,cherbourg,2,,
647,liverpool,adriatic,second,jessica,hernandez,4,16/04/1912,16,4,1912,female,hispanic,farmer,new york,4,,
648,liverpool,adriatic,third,mycah,holt,3,16/04/1912,16,4,1912,female,asian,farmer,new york,3,,
649,southampton,britannic,first,karen,perez,89,18/04/1912,18,4,1912,female,black,baker,new york,1,,
650,southampton,titanic,third,serafina,gomez,3,16/04/1912,16,4,1912,male,black,merchant,new york,1,,
651,liverpool,celtic,first,ana,mestas,73,15/04/1912,15,4,1912,female,black,blacksmith,new york,4,,
652,liverpool,celtic,second,andrea,delgado,2,17/04/1912,17,4,1912,female,black,mason,new york,3,,
653,southampton,titanic,third,spencer,phillips,28,18/04/1912,18,4,1912,male,other,baker,cherbourg,2,,
654,liverpool,baltic,third,tayveon,pope,73,17/04/1912,17,4,1912,male,hispanic,baker,new york,1,,
655,liverpool,lusitania,first,shania,kunam,87,15/04/1912,15,4,1912,male,white,mason,new york,5,,
656,liverpool,baltic,first,joseph,pritchett,2,19/04/1912,19,4,1912,female,other,farmer,cherbourg,1,,
657,liverpool,mauretania,second,graham,williams,99,17/04/1912,17,4,1912,female,white,shoemaker,cherbourg,2,,
658,liverpool,aquitania,second,dakota,nastacio,23,15/04/1912,15,4,1912,male,black,blacksmith,new york,2,,
659,liverpool,carpathia,first,michaela,fourhorn,37,18/04/1912,18,4,1912,female,other,shoemaker,new york,4,,
660,southampton,britannic,third,danesha,mims,no data,16/04/1912,16,4,1912,female,black,blacksmith,new york,3,,
661,southampton,britannic,second,houa,thammarath,54,19/04/1912,19,4,1912,female,other,weaver,new york,4,,
662,liverpool,mauretania,third,taahir,el-alam,46,19/04/1912,19,4,1912,female,black,baker,new york,3,,
663,liverpool,lusitania,first,alejandro,montes,11,19/04/1912,19,4,1912,female,hispanic,miner,new york,5,,
664,liverpool,aquitania,second,tristin,coker,45,16/04/1912,16,4,1912,female,black,weaver,new york,4,,
665,liverpool,celtic,third,jesse,marez,60,19/04/1912,19,4,1912,male,white,miner,new york,3,,
666,liverpool,mauretania,second,chinmay,liang,3,19/04/1912,19,4,1912,female,other,carpenter,new york,3,,
667,liverpool,baltic,third,yadiel,mcneal,75,20/04/1912,20,4,1912,male,asian,merchant,new york,2,,
668,liverpool,adriatic,second,benjamin,gorman,29,18/04/1912,18,4,1912,female,hispanic,miner,cherbourg,5,,
669,liverpool,adriatic,second,marisa,bear,0,18/04/1912,18,4,1912,male,black,miner,new york,1,,
670,liverpool,celtic,first,ryan,tanko,85,19/04/1912,19,4,1912,female,hispanic,baker,new york,5,,
671,southampton,olympic,third,maazina,al-zakaria,29,17/04/1912,17,4,1912,male,hispanic,weaver,new york,2,,
672,southampton,olympic,second,azaria,hernandez,16,19/04/1912,19,4,1912,female,other,merchant,new york,3,,
673,liverpool,lusitania,first,fazeela,higa,79,20/04/1912,20,4,1912,female,other,blacksmith,new york,3,,
674,liverpool,mauretania,first,dieu linh,norton,2,19/04/1912,19,4,1912,male,black,carpenter,new york,3,,
675,liverpool,carpathia,second,terell,thompson,92,20/04/1912,20,4,1912,male,white,baker,new york,5,,
676,liverpool,adriatic,second,vanessa,suazo,33,16/04/1912,16,4,1912,female,other,weaver,new york,4,,
677,liverpool,celtic,first,muaaid,el-agha,45,17/04/1912,17,4,1912,male,asian,shoemaker,new york,3,,
678,southampton,titanic,second,jeremy,brown,67,17/04/1912,17,4,1912,female,hispanic,merchant,new york,5,,
679,southampton,titanic,first,kathryn,stryker,25,16/04/1912,16,4,1912,male,white,tailor,new york,5,,
680,southampton,britannic,third,megan,spor,34,20/04/1912,20,4,1912,female,hispanic,shoemaker,new york,3,,
681,liverpool,baltic,first,nabeeh,el-shariff,8,15/04/1912,15,4,1912,female,black,tailor,new york,5,,
682,liverpool,lusitania,first,sidqi,al-nasir,4,15/04/1912,15,4,1912,female,hispanic,carpenter,new york,5,,
683,liverpool,baltic,second,genevieve,contreras,94,20/04/1912,20,4,1912,male,other,weaver,new york,4,,
684,southampton,titanic,first,vaughn,jefferson,74,15/04/1912,15,4,1912,male,white,baker,new york,2,,
685,southampton,britannic,second,allison,dejong,35,18/04/1912,18,4,1912,male,black,shoemaker,new york,5,,
686,southampton,titanic,third,jocelyn,mejia,89,18/04/1912,18,4,1912,female,white,weaver,new york,4,,
687,liverpool,lusitania,third,scott,burton,89,18/04/1912,18,4,1912,female,asian,none,new york,1,,
688,liverpool,baltic,second,taalib,al-shams,7,17/04/1912,17,4,1912,female,black,merchant,new york,1,,
689,southampton,titanic,second,trinidad,baca,97,19/04/1912,19,4,1912,male,other,farmer,new york,3,,
690,liverpool,adriatic,first,lamyanique,brown,25,19/04/1912,19,4,1912,male,black,none,new york,2,,
691,liverpool,adriatic,second,ciera,mills,7,17/04/1912,17,4,1912,male,black,shoemaker,cherbourg,4,,
692,liverpool,lusitania,first,saara,el-farran,96,20/04/1912,20,4,1912,male,asian,carpenter,new york,5,,
693,liverpool,carpathia,first,christian,blackwater,79,17/04/1912,17,4,1912,female,asian,mason,new york,2,,
694,liverpool,aquitania,third,rashad,brown,0,20/04/1912,20,4,1912,male,black,baker,new york,2,,
695,liverpool,baltic,third,janice,saunders,25,20/04/1912,20,4,1912,female,other,none,new york,3,,
696,southampton,olympic,third,mai ying,johnson,66,19/04/1912,19,4,1912,female,other,blacksmith,new york,3,,
697,liverpool,carpathia,third,tameem,al-shareef,89,18/04/1912,18,4,1912,female,black,weaver,new york,5,,
698,liverpool,carpathia,first,aadil,al-aziz,9,20/04/1912,20,4,1912,male,asian,blacksmith,new york,5,,
699,liverpool,carpathia,first,emilee,doan,6,15/04/1912,15,4,1912,female,white,baker,new york,5,,
700,southampton,britannic,first,jasmine,herrington,27,19/04/1912,19,4,1912,male,white,carpenter,new york,2,,
701,liverpool,celtic,third,olivet,risenhoover,18,17/04/1912,17,4,1912,male,hispanic,tailor,new york,3,,
702,southampton,olympic,third,ishobel,stratton,6,17/04/1912,17,4,1912,male,black,farmer,new york,1,,
703,liverpool,celtic,third,brooke,negash,86,18/04/1912,18,4,1912,male,other,weaver,new york,5,,
704,liverpool,aquitania,second,alan,gilbert,22,15/04/1912,15,4,1912,male,other,farmer,new york,3,,
705,liverpool,aquitania,third,hannah,cruz,7,18/04/1912,18,4,1912,male,hispanic,shoemaker,new york,3,,
706,liverpool,adriatic,second,haley,berg,32,20/04/1912,20,4,1912,male,other,baker,new york,5,,
707,liverpool,celtic,third,aliyya,al-pasha,69,20/04/1912,20,4,1912,female,other,carpenter,new york,2,,
708,liverpool,lusitania,second,mamoon,al-nawaz,100,20/04/1912,20,4,1912,male,hispanic,tailor,new york,4,,
709,southampton,olympic,second,mohamed,green,40,18/04/1912,18,4,1912,male,hispanic,blacksmith,new york,1,,
710,liverpool,baltic,second,niles,gay,98,17/04/1912,17,4,1912,female,white,shoemaker,new york,2,,
711,liverpool,lusitania,first,gabriella,gonzalez,42,18/04/1912,18,4,1912,female,hispanic,tailor,new york,3,,
712,liverpool,baltic,second,shalika,purvis,81,20/04/1912,20,4,1912,male,hispanic,blacksmith,new york,2,,
713,southampton,titanic,second,chandler,carter,5,15/04/1912,15,4,1912,male,black,farmer,new york,1,,
714,liverpool,celtic,third,collin,petree,7,18/04/1912,18,4,1912,male,asian,baker,cherbourg,4,,
715,southampton,titanic,first,wasmaaa,el-dajani,44,16/04/1912,16,4,1912,male,white,mason,new york,4,,
716,liverpool,adriatic,first,quaton,price,54,18/04/1912,18,4,1912,female,other,farmer,cherbourg,2,,
717,southampton,olympic,third,jay,lara,9,15/04/1912,15,4,1912,male,black,baker,new york,1,,
718,liverpool,mauretania,third,daniel,godinez,5,20/04/1912,20,4,1912,female,black,carpenter,cherbourg,3,,
719,liverpool,lusitania,first,brandon,boyd,84,16/04/1912,16,4,1912,female,other,merchant,new york,3,,
720,liverpool,aquitania,third,wyatt,lehi,1,18/04/1912,18,4,1912,female,other,baker,new york,4,,
721,liverpool,carpathia,first,cory,mcbride,17,18/04/1912,18,4,1912,female,asian,none,new york,3,,
722,liverpool,adriatic,second,kathleen,meneses,56,16/04/1912,16,4,1912,female,other,carpenter,new york,2,,
723,southampton,titanic,second,mahmooda,al-farrah,18,15/04/1912,15,4,1912,male,hispanic,carpenter,new york,4,,
724,liverpool,mauretania,first,muneefa,el-rassi,5,19/04/1912,19,4,1912,female,other,tailor,new york,2,,
725,liverpool,celtic,second,windy,lewis,81,19/04/1912,19,4,1912,male,hispanic,tailor,new york,2,,
726,liverpool,baltic,first,marcella,ulibarri,55,17/04/1912,17,4,1912,female,asian,tailor,new york,5,,
727,southampton,titanic,second,shantell,clark,1,16/04/1912,16,4,1912,female,hispanic,tailor,new york,5,,
728,southampton,britannic,second,aleda,noland,5,15/04/1912,15,4,1912,female,black,miner,new york,1,,
729,liverpool,baltic,second,vincent,nelson,7,15/04/1912,15,4,1912,male,hispanic,farmer,new york,2,,
730,southampton,britannic,second,shaafi,al-mahmood,21,15/04/1912,15,4,1912,female,hispanic,miner,new york,2,,
731,liverpool,carpathia,second,leslie,barcelona,12,15/04/1912,15,4,1912,male,white,tailor,new york,2,,
732,southampton,olympic,first,kendra,martinez,57,15/04/1912,15,4,1912,male,white,miner,new york,1,,
733,southampton,britannic,second,devon,reyes gonzalez,14,16/04/1912,16,4,1912,female,white,miner,new york,2,,
734,southampton,britannic,second,breeana,solarin,67,19/04/1912,19,4,1912,female,asian,merchant,new york,2,,
735,liverpool,celtic,second,kevin,kemp,25,16/04/1912,16,4,1912,male,black,miner,new york,1,,
736,liverpool,aquitania,first,alexander,murray,77,16/04/1912,16,4,1912,male,asian,merchant,new york,1,,
